Step,Scaffold,SMILES,Metadata,SA Score,total_score,ID
2989.0,O=C1OCC2COC3C4CC[SH+]C5COC6C78CCCC7CCC(O8)C67C(=O)OC6C7CC78OC7(C68)C67CCC8CC8OCC6CCC7C(C4)C53OC3COC4C(C2)CC3C14,COC(=O)C1(C)C2C(OC(C)(C)C3C(O)CC4C5(O)C(O)C6(C)CC[S+]([O-])C(C(C)(C)OC7(OC(C)=O)C89OC(CC(C)C8(O)CC(O)C9C)C78C(=O)OC7C9C%10(OC9%10C34C1O)C(O)C78C)C51OC3(O)C(C)(C)OC4C5(O)C(=O)OCC(C(OC)C4(C)C(C)(C)C53C)C(C)(C)OC61C)C2(C)C,,9.444239616394043,9.444239616394043,Explorative Behaviour with High Threshold_10
2989.0,O=C1CC23C4CC5CC6CC2OC(C6[SH+]C3CCC23C(CCC2C2C(=O)CCC2CC2OC23)C(C2NCC(C3C=COCC3)C3CC6CCC7(CCC7C6)CC36CC26)C4)C15,C=CC12OC3(O)C4C(CC5(C(=O)OC)C(O)C6(O)C(OC)C(C7C8CC89C(O)C8%10C(CC(C(O)C9(O)C(C9C=C(C)OC(C)C9)CN7C)C(C)(O)C8O)C(O)C%10(O)CO)C7C(C(C)(C)O)C(O)C8(C)C9(O)C(=O)CC(C)(C)C9CC9(CO)OC9C78C(O)CC([S+]4[O-])C16CC(=O)C35O)C2OC(=O)C(C)=CC,,9.44093132019043,9.44093132019043,Explorative Behaviour with High Threshold_11
2996.0,O=C1OCC23CC(OC4CCCCO4)C4CC(CC2COCC3[SH+]4)C2C3CC4CC(C1CC4CO3)C2C=C1COC2CCC3OC3C(C2)OC1C1CCC23CC2=CCC1C3,CC(=O)OC1C=C2C(C)(C)C23CCC(C)(C2OC4C(OC(C)=O)C(OCC2=CC2C5C6(C)OC(C)(C)C7C(O)C(C(=O)OCC89C%10COCC8(O)C(O)C5(C(C)(C)O)C(O)C(O)(C(OC5OC(CO)C(O)C(O)C5O)C9(C)O)[S+]%10[O-])C2(O)C(OC(C)=O)C7(OC(C)=O)C6OC(C)=O)C(C(C)(C)O)C(OC(C)=O)C2(C(C)C)OC42)C1C3(C)C,,9.44033145904541,9.44033145904541,Explorative Behaviour with High Threshold_12
2995.0,C=C1CC23CC(C4CCC2C=CC(=O)O4)C12OC1C3C3(CCOC3)CCC3[SH+]C4C(CC5CCOC5C35CC(=O)C3C6CCCC6C6OC5CC6C5OC5C43)C12,C=C1CC23CC(C4(C)OC(=O)C(C)=CC2CC4(C)O)C12OC1(O)C2(C)C2C4[S+]([O-])C(CC(O)C5(CC(C)OC5(O)C(C)C)C31O)C1(C(C)C(=O)C3C4(O)C4(C)OC4C4(OC)C(O)C1(O)OC4(C(C)C)C1(O)C(C)CC(OC(C)=O)C31O)C1(O)OC(C)(C)C(O)C1(O)C2O,,9.425829887390137,9.425829887390137,Explorative Behaviour with High Threshold_13
2999.0,O=C(OC1C2OC3CCC4CC5(CC6(CCC7[SH+]C8OCC79C(CCCC29)CC2COC8C2)C2CC7CC(CO7)C2CC56)OCOCC4C31)C1COCO1,CC(=O)OC1C(OC(C)=O)C2(OC(C)=O)C3(O)COC(C)OC4(C2(O)C(C)OC(C)=O)C(O)(C(C)C)C2(C(O)C(O)C5[S+]([O-])C6(C)OC(C)(C)C57C(O)(CC(C(C)(C)O)C(O)C7(O)C5(O)OC1(C)C3(C)C5OC(=O)C1COC(C)(C)O1)C(O)C1(O)COC6C1(C)C)C1(C)C(O)C3CC(C)(CO3)C1(C)C(O)C42O,,9.415085792541504,9.415085792541504,Explorative Behaviour with High Threshold_14
2985.0,C=C1CC23C1OC1CC4OC(=O)C(=O)CC4C2CC1C1(OC(=O)CC24OC2C2OC4C23)OC2CCC3C(OC2)OCC32OC(=O)C3CCC(=C3C23CO3)OCC2C([SH+]1)C1CC3OC32O1,C=C1CC23C4C5OC4(C)C4OC54C(C)C(=O)OC4(OC5CCC6C(OCC67OC(=O)C6(C)CC(OC(C)=O)C(=C6C76CO6)OC(C)(C)C6C78OC7C(C)(O)C(O)(O8)C6(C)[S+]4[O-])OC5(C)O)C4(O)C(O)C2C2(C)CC(=O)C(=O)OC2(C)CC4(O)OC13C,,9.39253044128418,9.39253044128418,Explorative Behaviour with High Threshold_15
2994.0,C=C1C(=O)OC2=C1CC13C4CC5OC(C5CO4)C4CCCC4C4OC56CC7COCCOC8C([SH+]4)C(=O)C4CC(=[N+]=NC7C7OC7C(CC1C1OCOC21)C3CC5=C)C6CC48,C=C1C(=O)OC2=C1CC13C4C(O)C(=C)C56OC(OC)([S+]([O-])C7(O)C(=O)C8(O)CC9=[N+]=NC(C%10OC%10C4(O)CC1(C)C1(O)OC(C(=C)C)OC21O)C(C)(COC(C)C(O)OC7C8(OC)CC95O)C6O)C1(C)C(O)(C(O)C(C)(O)C1(C)O)C1OC2CC3(O)OCC21C(C)(C)O,,9.388725280761719,9.388725280761719,Explorative Behaviour with High Threshold_16
2995.0,O=C1COC2C1CCC1C(CCC34C5CC6C=COCOC7COC(C7CCOC7CCCCOC(COC63)OC7C5)C14)C1[SH+]C3CC4CC2C1(CO4)C1C=CCC31,C=CC(C)(C)OC1C2OC3COC4(O)C5(C)C=COC(C)(C)OC6C(C(C)(C)O)OC(C)(C6CC(C(C)(C)O)OC2(C)C(O)C(O)C(O)C(C)O3)C2C3(C)C(OC(C)=O)CC6(O)C(=O)C(C)(C)OC6C6(O)C(O)C7(C)OCC68C6C=C(C)CC6C(C)([S+]([O-])C8C3(C)CCC24C1(O)C5O)C7(O)C(C)C,,9.375807762145996,9.375807762145996,Explorative Behaviour with High Threshold_17
2987.0,C=C1COC2C3CCC4OC5C4(CCC24[SH+]C2CC6CCC7CCC6C68COC(CCC76)C58CCCC5(CCC(=O)O5)CC5Nc6ccccc6C6C5OC2C6C14)C3,C=C(C)C1CC2OC3(C)C24CC1(C)C1(C)OC(O)C(=C)C2(O)C5C6c7ccccc7N(C)C7C6(O)OC5(O)C(O)(C(C)C5CCC6(O)C(O)C(C)(C)C5(O)C58COC(O)(C(C)(OC)C(C)C65O)C38C(C)(OC)CC(OC(C)=O)C3(CC(C)C(=O)O3)C7(O)C(C)(C)O)[S+]([O-])C21C(O)C4O,,9.372664451599121,9.372664451599121,Explorative Behaviour with High Threshold_18
2993.0,C=C1CC2C(=CC=C3OC(=O)C45[SH+]C6CC=C7COCC8CC7C7C(=N)CC79CC7CC%10C(CC8CC%10C(CC24)C36C2CCC5O2)C9C7)CC1=O,C=C1C(=O)C(C)(C)C2=CC=C3OC(=O)C45[S+]([O-])C6CC=C7C(C)(C)OC(C)(C)C8(O)C9(O)C(O)C%10(CC)C(C(O)C%11(O)C(OC(C)C)C%10C%10(C(OC)C(=NO)C%10(O)C7(O)C8(O)C(=O)OC)C%11OC)C(O)(C9O)C(O)(C(O)C4(CC(C)C)C2C1O)C36C1CC(O)(C(=C)C)C5(O)O1,,9.372352600097656,9.372352600097656,Explorative Behaviour with High Threshold_19
2981.0,O=C1CC23CC45CCCCC2(CC(CO1)[SH+]C3CCC1C2CCCC2C(=O)OC1C1C2CCC3COCC3C2CC42OCC3CCC12O3)C1OCC2CC1C5O2,C=CC1(C)CC(C(C)C)C23C4OC(C(C)(C)OC)C5(O)OC(C4(C)C5(C)C)C4(C1OC(C)=O)C15CC6(C)C(C(C(C)(C)O)C(O)C7(C)COC(O)C76)C(C6OC(=O)C7(O)C(CC(O)(CO)C7(C)O)C6(C)CCC6[S+]([O-])C(O)(C(C)(C)OC(=O)CC62C4(O)C(C)(O)CO)C3(O)O)C12CC(O)C(O2)C(C)(C)O5,,9.355768203735352,9.355768203735352,Explorative Behaviour with High Threshold_20
2992.0,O=C1CC2CC3CC(=O)C4C(=O)CC=C5C6CC(=O)C6C6(CCCCO6)C[SH+]C6C7OC8OC9COCC9C8C7CC7(OC78CC7CC9OCC9CC78)C(O2)(C2CC(=O)C2C3O1)C546,CC1C(=O)C2(O)C1C13OC4(C)C(O)C(O)(C(C)(O)C(=O)C5(C)C(=O)CC=C6C7(C)CC(=O)C7(O)C7(C[S+]([O-])C(C8(O)OC9OC%10(C(O)CC(C)(C)O)COC(C)(C)C%10C9C8(C)C(O)(O)C18OC81CC8(O)C(C)C9(O)OC(C)(C)C9C(C)(C)C81)C653)OC(CO)C(O)C(O)C7O)C2(CO)OC(=O)C4(C)C,,9.35097885131836,9.35097885131836,Explorative Behaviour with High Threshold_21
2989.0,C=C1C(=O)C2CCC34CC=C5OC6CCC7C(OCC3C3C(=O)COC3CC3CCC3C(OC3CC3C3CCC3C12)C1CCC[SH+]C4OCCC23CC2COC3C2COC(=O)CC2C51)C67,C=CC1(C)CC23C(OC(O)C2C3(C)C)C2C(CC(=O)OC2(C)C)C2(O)C3=CC(OC)C45C(O1)[S+]([O-])CCC(O)C2(O)C(O)(OC1(C)CC1(O)C1(O)C(C(O)C1(C)O)C1(O)C(=C)C(=O)C1(C)C(O)C4(O)O)C1(O)C(C)(C(=O)OC)CC1(C(=O)OC)C(O)C1(O)OC(C)(C)C(=O)C1C5(O)C(C)(C)OC1C2C1(C)CC(O)C2(C(=C)C)O3,,9.34882640838623,9.34882640838623,Explorative Behaviour with High Threshold_22
2997.0,O=C1C2CCC3CC4CCC5C(CC6[SH+]C1C1CC7OC1C1(C=CCC1)CC7C1CCC7CCOC78CC8C(CC1)C36C2)OCC45,C=CCCC12C(=O)C3(C)C4C5OC(O)(C(C)(C(OC(C)=O)C56C=CC(C)(OC)C6)C5(O)CC(O)C6(O)C(C)(O)C(C)(C)OC67C(C7(C)C)C(O)(C(C)(C)C5O)C5(C(CC6OCC7C(C(C(C)(C)O)C(O)C67CO)C(O)C5(O)C(O)C1(O)C(C)C)[S+]3[O-])C2(O)COC)C4(O)C(C)(C)O,,9.340989112854004,9.340989112854004,Explorative Behaviour with High Threshold_23
2998.0,C1CC2C3OC2(C1)C1CC2CC45CCOCC6C(CCC67CC6CCC(C6)C6CC([SH+]1)C34C7C6CC1CCOC1)CC2CC5,COCC12C3COC(O)CC45C(O)C(O)(CC6[S+]([O-])C7C(O)C8(O)C9C(OC)C(OC)C(C)(C9OC)C(O)C3(CC1(O)C(C)C)C(C8(OC)C(O)C1CC(C)(C)OC1C)C74C1(O)OC63C(C)(O)C(O)C(O)C13O)C(O)(C2O)C(O)(C(C)(C)O)C5O,,9.332662582397461,9.332662582397461,Explorative Behaviour with High Threshold_24
2989.0,O=C1CCC(C2C3OC3OC3C4CCC32CCC2[SH+]C3OCC5CC6CCC7CC28COC8C2(CC=CC3(C5)C(CC2)C2CC3COC3C(=O)C24)CCC67)C1,COC(=O)C1(O)C(O)C2(O)C3(O)CC4COC4C(=O)C3C3C4OC5(C(C)C)OC5(O)C(C5CCC(=O)C5(C)O)C4(CCC4[S+]([O-])C5(O)OCC6(O)C(O)C7C(C)(C)C(O)(C(C)=O)C8(O)CC49COC9(O)C1(C(O)CC78O)C(OC(C)=O)C=CC52C6O)C(O)C3(O)C(C)(C)O,,9.327646255493164,9.327646255493164,Explorative Behaviour with High Threshold_25
2991.0,O=C1OC23CC4CC5CCOC5C1C2C4C1CC2CCC4OC=C(C(O1)C1CC56CCCOC5OC57C(CCCC5C(CO1)C6)CC[SH+]C37)C24,CCC1(C)C2C(O)C(C)[S+]([O-])C3C45OC(=O)C6(O)C7(O)OC(C(=O)OC)C(C)(C(=O)OC)C7(C)C(O)C(O)(C4O)C(C4OC(C)(C7=COC8(C)C(O)C(OC)C(C4O)C78C)C4(O)OC(C)C7(O)C(O)C8(C(OC(C)(C)C(OC(C)=O)C8OC(C)=O)OC23C7(O)C(O)C1(O)C(C)C)C4OC(C)=O)C56C,,9.316630363464355,9.316630363464355,Explorative Behaviour with High Threshold_26
2988.0,C=C1C(=O)C(=O)C2COCC34COC5=C6O[SH+]C7CC8OCOC9CC%10(C=CC(CC%11CCOC%11C%11CC%12OC(C%13CC%13C(OC(=O)CCC2C1C3CCC1CC14)C(C5=O)C1CCCCC671)C%12%11)O%10)C89,C=CC1(C)CCC23C4=C5OCC67COCC8C(=O)C(=O)C(=C)C(C8CCC(=O)OC(C8(OC(C)=O)CC8C8(C)OC9(CO)C(O)C(C%10(C)OC(C(C)(C)O)CC%10C(O)C%10C=CC%11(CC%12(O)OC(C)(C)OC(CC2[S+]([O-])O4)C%12%11)O%10)C89O)C(O)(C5=O)C3(O)C1O)C6C(O)(C(=O)O)C(O)C1(O)C7C1(C)C,,9.310186386108398,9.310186386108398,Explorative Behaviour with High Threshold_27
2991.0,C1CCC23C[SH+]C4C5CC(CCC6CO6)C6CC(CC7OC(C2C1)C4(O3)C1CC71)CC1CCCC23CCCOC4CC4C(ON2)OC13CC65,C=CC1(C)CC2(O)CC3(O)C(O)C4OC5C6C(C)(O)CCC(OC(C)=O)C67OC5(C([S+]([O-])C7O)C5(O)C(C)C(C)(CCC6OC6(C)C)C(O)(C3O)C5(C(=C)C)CC23OC2(CCCC)ONC3(CC(C)(C)COC3(C(=O)OC)C2C3(C)C)C1O)C1(O)C(C(C)(O)C(N)=O)C41C,,9.305472373962402,9.305472373962402,Explorative Behaviour with High Threshold_28
2994.0,O=C1CC23CC4CC[SH+]C2CC2CCC56CCCC(CC5OC5CC7CC7CC7CC7C7C(=O)C8C(CC57)C3CC=CC4C8O1)C6C2,COC1CC(C(C)(C)O)C2(C)CC3OC4(C)C(C)C5(C(C)=O)C(C)(O)C5(C)C(O)C5(OC(C)=O)C(C5(C)C)C5(O)C(=O)C6(O)C7(C)OC(=O)CC89C(CC%10(O)CC2C13CC%10(C)O)[S+]([O-])C(C)(OC(C)=O)C(OC(C)=O)C(O)(C8(C)O)C7(O)C(OC(C)=O)=C(C)C(OC(C)=O)C9(C)C6(O)C(O)C45O,,9.295440673828125,9.295440673828125,Explorative Behaviour with High Threshold_29
2975.0,O=C1C2CC3CCC4CC5CCCC67C(CCCCC89OC8C8=CC%10(CO%10)CC8C(CC6C6(OCCCC6C5)C1C2)C91CO1)[SH+]C(O3)C47,COC(=O)C1(O)C2(C)C(=O)C1(C)C13OC(C)CC(C)(O)C1CC1(C(O)C(C)C)C(OC(C)=O)C4(C)C5C(OC)(OC(O)(CC4(C)O)C2OC(C)=O)[S+]([O-])C2CCC(O)C(C)C46OC4C4=C(C)C7(CO7)CC4C(C)(C(O)C3(O)C25C(O)C(O)C1(C)OC)C61CO1,,9.283730506896973,9.283730506896973,Explorative Behaviour with High Threshold_30
2992.0,O=C1CCC2CC3C(C4CC4)C4C5C6CC(C6)CC6NC7[SH+]C(C1)C24C12OCC(CC(OC75)C4(CCC5OCC37COC57)CO4)C6CC1CO2,C=CCOC1(C)CC2(O)C(O)(C(C)C)C3(O)C(C4(O)C(C)(C)C4(C)C)C4(O)C5(O)C6OC(C)(C(O)C7(O)C8CC9(O)C(C)(C)OC9(OC7(C)C)C24C(CC1=O)[S+]([O-])C6(C)NC8C(C)C1C(O)C5(O)C1C(C)(C)O)C1(CO1)C(OC)C(O)C1(C)OCC32COC12O,,9.278727531433105,9.278727531433105,Explorative Behaviour with High Threshold_31
2991.0,O=C1CC2CC3CCC4[SH+]C(CC5OCOC5C5OC5C25OC2COCC(CO2)CC15)C31C2CC4C34COC2C2(CCCO2)OCCC1C3O4,C=CC1(C)OC(C)(C)C2OCC1C(O)C1(O)C(=O)CC3(O)C(O)C4(O)C(O)C(C(C)(C)O)C5(C)C6C(O)(OC(C)C)C7(OC(C)=O)C8(C(C)C)OC(C)(C)C69OC9C(C(C)C(C)(C)OC86CCC(C)O6)C47C(CC4OC(C)(C)OC4(O)C4(C)OC4C31O2)[S+]5[O-],,9.271357536315918,9.271357536315918,Explorative Behaviour with High Threshold_32
2988.0,O=C1CCC23CC(CCC12)CC(CC1CC2CC(OCC4C5COCC5CC24)O1)CC1CC2C[SH+]C3C13C=CC1C4CCCC4CCC(C3)C21,CC(=O)OC1CC2(C)CC34C=CC(O)(C5(OC(C)=O)C1CC(O)C5C(C)(C)O)C2(C)C1C[S+]([O-])C3C23CC(C)C(=O)C2(C)C(O)C(C(C)(C)O)C(O)(C3)C(O)C(CC2CC3C(C)(C)C(O2)OC(C)C2(C)C3(O)C(O)C3C(C)(C)OC(OC(C)(C)O)C32OC(C)(C)C)CC4(O)C1OC(C)=O,,9.266729354858398,9.266729354858398,Explorative Behaviour with High Threshold_33
2999.0,C=C1CC2OC13OC3C13CC2C1C1C(=O)CCC2CC45COC4OC21C(OCCCC1OC1C31CCC1)[SH+]CC1CCC2C(CC5C2OC(=O)c2cccnc2)O1,C=CC1(C)CC2(O)C(O)C34COC3OC23C(OC(C)(C)CC(OC(C)=O)C2(C(=C)C)OC2C2(C(O)C(O)C2(C)O)C25C6OC67OC(C)(CC7=C)C(C2(C)C)C5(OC)C3(O)C1=O)[S+]([O-])C(C)(C)C1(C)CCC2(OC)C(OC(=O)c3cccnc3)C4CC2(C(=C)C)O1,,9.260720252990723,9.260720252990723,Explorative Behaviour with High Threshold_34
2985.0,O=C1CCC2CC[SH+]C3CC4CC5C6COC(CCC5C45C(=O)CCC5C45C=CC(CC7CC=CC8(C=CCC8)C7C(OC12)C1CCCCC314)O5)O6,C=CC1(C)CC2(O)C(O)C(C)(O)[S+]([O-])C3C(C)(C)C4CC5C(C(C)CC6OC(C(=C)C)C5(O)O6)C45C(=O)C(C)(O)C(O)(C(C)(C)O)C5C45C=CC(O)(O4)C(C)(OC(=O)C(C)CC)C4CC(CO)=CC6(C=CC(C)(C)C6)C4C(OC2(O)C1=O)C1(O)C(O)C(C)(C=C)CCC351,,9.260392189025879,9.260392189025879,Explorative Behaviour with High Threshold_35
2997.0,C=C1C(=O)C2CC3CC14OC1CC5COC(C4=C)C4C=C6C7CC8CC9CC9C8(O7)C(OC78CCC7CC8=O)OC([SH+]4)C(CCC32)C5C61,C=C1C(=O)C2(C(=O)OC)C(OC(C)=O)C3(C)CC14OC1(O)CC5(OC(C)=O)C(C)(C)OC(C4=C)C4C(C)=C6C1C5(C)C(C(C)(O)C(O)C32O)C(O)(OC(O)(OC12CCC1(C)C(C(C)(C)O)C2=O)C12OC6(O)CC1(C)C(C)(CCC=C(C)C)C1(OC(C)=O)C2C1(C)C)[S+]4[O-],,9.255584716796875,9.255584716796875,Explorative Behaviour with High Threshold_36
2991.0,O=C1CC2[SH+]CCC3C4CCC5CCC15CC1OC24C2CCC4CCC(CC35CCC5)C3(CC42)OC13,C=CC(=C)OC1C(O)C2(CO)CC(O)(C(C)(C)C)C23C(=O)C(C)C2[S+]([O-])C(C)(OC(C)=O)C(O)C4(O)C1(O)C21OC(C3O)C2(C)OC23C(O)C2(C)C(O)(C(O)C(C)(CCC(=O)OC)C21C)C(O)C(O)(C(C)(C)O)C3(O)C(O)C41C(OC(C)=O)C(O)C1(O)C(C)(C)O,,9.241352081298828,9.241352081298828,Explorative Behaviour with High Threshold_37
2997.0,C=C1CC2C3CC(CC1C(=O)O3)C1CCOC3OC(CCC4C5CC6C(=O)C7COCCC7CCC6CC2[SH+]C(CC2OCCC25)C25CCC3C4(C2)O5)C1,CC=C1C2C(=O)OC3(O)C(C1N(C)C)C1(O)C(O)C4(O)CC(O)C5C(O)C(C)OCC5(O)C(=O)C4C(O)C4C5CC(C)(C)OC5CC([S+]1[O-])C15CC6(O1)C(C)(CC5OC)C1OC(OC)C(O)C(CO)(C(O)C(O)(O1)C(O)C(OC(C)=O)C46O)C(O)(C2OC(=O)O)C3O,,9.240140914916992,9.240140914916992,Explorative Behaviour with High Threshold_38
2994.0,C=C1CC2[SH+]CC3CC4OCC(C5=C3C3(C5)CC(COC25OCCC45)C3)C2C3CC4(C(C5CO5)CCC24)C2OC3C2C2(CO2)C1,C=C1CC2[S+]([O-])CC3(COC)C4=C5C(C)C46CC(C(C)(C)OC24OC(CCC)(C(=C)C)C(O)C4(O)C(O)(OC(C)(C)C5(O)C2C4C(C)(C)C5(C2CC(O)(COC)C5(O)C2OC2(C)C)C2(OC(C)=O)OC4(O)C2(OC(C)=O)C2(CO2)C1OC)C3O)C6(C)C,,9.238927841186523,9.238927841186523,Explorative Behaviour with High Threshold_39
