Step,Scaffold,SMILES,Metadata,SA Score,total_score
142,c1occ2c1CC1C3CC4COCC4(OC1C14OC1CC24)C1OC31,CC12C(O)C3COCC3(OC3(C)C1Cc1c(coc1O)C1CC4OC413)C1OC12,,7.423100948,7.423100948
149,O=C1C2CNC3C4CC5=CC(C(C6C(OC13)C26)CO5)C41CO1,C=C(C)C12OC3(C(C)C)C4C3C(C)(CN(CC)C1C1CC3=C(C)C(C)(C4CO3)C13CO3)C2=O,,7.417242527,7.417242527
143,S=C(Oc1ccc2c3c1CC1NCCC31C1CC3OC2C1CCC3CC1OC2C3OC3C12)N1CCOCC1,COC1(CC2OC3C4OC4C23)CCC2(O)C3OC1CC2C12CCN(C)C1Cc1c(OC(=S)N4CCOCC4)ccc3c12,,7.377909184,7.377909184
132,O=C1CCC23CC4CC5(CCCCCC52)CCCC3C14,COC1CC(=O)C2(C)C3(OC)CC45CC(O)CCC(O)C4C1(C3O)C2(O)C(O)(C(C)C)C(O)C5,,7.279673576,7.279673576
129,O=C(OC1=C(C2CCC3C4CCC5CC(CCC5=O)(C4=O)C3C2)CCC1)c1ccc[nH]1,CC(C)=CC(=O)OC1C(O)C2C(=O)C(C)(O)C(O)C3(C(=O)C1(C)C1CC(C)C(C4=C(OC(=O)c5ccc[nH]5)C(C)CC4)CC13)C2O,,7.274932861,7.274932861
136,C=C1C(=O)C23CCCC4(CCC1C2)OCC1COC43O1,C=C1C(=O)C23CCC(C)C4(OCC5OC24OC5(C)C)C(OC(=O)C(C)=CC)CC1C3,,7.274445534,7.274445534
150,O=C1CCC2(CCC3C(CC4C3COC3C4CC4CCC5(CCCC5)C45CC35)O2)CO1,CC(=O)C1(C)C(O)CC(O)C12CCC1CC3C(OCC4(C)C3CC3OC5(CCC34O)CC(C)C(=O)OC5(C)CO)C3CC132,,7.272747993,7.272747993
150,O=C1CC23CCCC(CC45CCC4CCC2CC5)C3O1,CC1(O)CC23C(O)C(C)(C)C2CCC1C12CCC(C)(C)C(O)(C3O)C1(O)OC(=O)C2O,,7.17660284,7.17660284
143,C1=CC23CCN2CCC2c4cc5c(cc43)C=CN(C5)C2N(CC2CC2)CCC1,Cc1c(O)n2Cc3cc4c(cc31)C13C=CC(O)(C(F)(F)F)CCN(CC5CC5)C2C4CCN1CC3,,7.171961784,7.171961784
129,O=C1CC2(CO2)C(CCC2C3OC3C3CCC4C(OC5C(=O)CC56C=CCC(=O)C46)C32)O1,CC=CC1(O)C(=O)OC(CCC2(O)C3OC3C3(C)C(OC(C)=O)CC4C(OC5C(=O)CC56C=CCC(=O)C46C)C23)C12CO2,,7.148949623,7.148949623
142,C1CC2C(CCC3C4C2C2OC5CCC34C2O5)CN1,CN1CCC2C(O)(C1)C(O)C(O)C1(C)C3C2(C)C2OC4(C)OC2C31C(O)C4(C)O,,7.122167587,7.122167587
129,O=C1C2CC3SCCC4(C2)C(=NC13)OC4c1nccs1,COC(=O)C12N=C3OC(c4nccs4)C34CC(CC1(SC)SCC4(C)N(C)C)C2=O,,7.096102715,7.096102715
145,O=C1CCC2CCC34N=C5C=C(CO5)OCC(COC2C32OC12)O4,CC=CC1=C2OC(OC)C3COC4C56OC5C(=O)CCC4([N+](=O)[O-])C(C)(C)CC6(N=C1OC2(C)C)O3,,7.094117165,7.094117165
142,O=C1CC2CC34CCC3(CC3CCC(O1)C2C1CNCC31)C4NCc1ccccc1,CC(=O)N1CC2C(C)(C1CO)C1CC34CCC3(C(O)C3C(C)(O)C(=O)OC(CC1(O)CO)C32C)C4N(C)Cc1cccc(F)c1,,7.072300434,7.072300434
118,C1=C2CCCC(CC1)CC13OC4CCCC4(O1)C23,C=C(C)C1CC=C2C3C4(CC1(C)CCC2(C)C)OC1CCC(O)C13O4,,7.045703411,7.045703411
137,c1ccc2c(c1)N1C3C4CCC25C2C4C(C32)C15,CC1CC2C3C4C5C2N2c6ccc(O)cc6C1(C35)C42,,7.035032749,7.035032749
149,O=C1C=CC2C(C=[NH+]C34c5cc6nc7ccccc7nc6c(=O)n5C5CC3NC4C5)CCC2N1,C=C(C)C12CCC(C)(C=[N+]([O-])C34c5c(S(=O)(=O)O)c6nc7ccccc7nc6c(=O)n5C5CC3N(CC)C4C5C(=O)O)C1C(C)=CC(=O)N2C,,7.014314651,7.014314651
142,C=C1C2CC3C4C(CCC5OCC3(C2=O)C5OC(=O)C=Cc2ccccc2)CCC14,C=C1C2CC3(OC(C)=O)C4C1CCC4(O)CC(C)C1(OC)OC(OC(C)=O)C3(C2=O)C1OC(=O)C=Cc1ccccc1,,7.002251148,7.002251148
135,O=C1CC2CC3C4C(CCC3(C1)C2)CC1CCCCC14,CSC(=S)SC1C2CC(O)CC(O)C2(C)C2C3CC4(O)CC3(CCC12C)CC(=O)C4(C)C,,6.994998455,6.994998455
140,C1CC2CCC34C(C2)CC32CCCC3(OC3C1)OC4OCOC2,COC12CCC34C5OC(C)(C)OCC3(CC4C1(C)C)C(O)C(O)C(C)C1(O5)OC1(CO)C(C)C(O)C2O,,6.933626175,6.933626175
144,O=C1C=CC2CCCC3CCC(O1)C(O2)C12CC31CCC1CCC3CCCC3C12,C#CC1(O)CCC2C3C(CCC21C)CCC12CC31C1OC3CCCC2C(C)CC1OC(=O)C=C3C,,6.92934227,6.92934227
141,O=C1CCCC23CCC4CCC2c2ccc5c(c2OC3C14)CCC5c1ccccc1,CC1C(O)C2(C)C(C)(C)C(O)C3(O)c4ccc5c(c4OC4(O)C2(O)C(=O)CC(C)(C)CC134)CCC5c1ccccc1,,6.927438736,6.927438736
121,C1CC23COCC4C(CC1OC2)CC43,CC1C(C(=O)O)C2CC3C(O)C4(C)C3(C)COC(O)C14CO2,,6.923288345,6.923288345
121,O=C1C2CC3CC4CCC2(C4)C1C3,CC(C)=CC12CCC3(C1)C1(C)CC(C)(C2)CC3(CO)C1=O,,6.912513733,6.912513733
144,C=C1c2ncccc2C2C3CC4CN2C1C4C3,CC=C1c2nc(C(O)O)c(C(O)OC)c(O)c2C2C3CC4C(C3CCC)C(OC)N2C14,,6.900039196,6.900039196
96,c1c2c3cc4c1OC1OC1(CC3NC2)CC1CC1CC4,CC1CC2(O)CC2(O)CC23CC4c5cc1c(cc5CN4C)OC2O3,,6.876359463,6.876359463
140,C1=C[SH](c2ccc3c(c2)OCO3)N1CC1C2CC3OCOC21OO3,COC12CC3OOC1(OC(C)(C)O3)C2CN1cc[SH]1c1ccc2c(c1)OCO2,,6.87005043,6.87005043
148,N=C1C2CCCC13CC1CCCC4(CC2)C1CCC34,CC12CCCC34CCC5C(=N)C(CCC5O)(C1)C3CCC24,,6.857747078,6.857747078
135,c1cc2cc(c1)C13OC4(CCCC1CC2)COC3OO4,CCCC1Cc2cccc(c2)C23OC4(COC2(C)OO4)C(C)CCC13,,6.844521999,6.844521999
149,C1CC2CC34CC5CCC(C2C1)C3CNC5C4,CC12CCC3C4CN(CCC#N)C1CC4(C2)C(C)(C)C1C(O)C(O)C(O)C31C,,6.836244583,6.836244583
142,C1CC2CC(C1)C13CC4CC5C(NCCCC51)C4C23,CCN1CCCC2(O)C3CC4CC25C(C4C31)C1(O)CC5(O)CCC1OC,,6.82627964,6.82627964
131,C1COC(CCC2CC3OC4=C5CCC4C3C2O5)C1,CC1(C)CC(O)OC1CCC1CC2OC3=C4CC(O)C3(C)C2(O)C1O4,,6.823273182,6.823273182
129,O=C(Oc1ccccc1)OC1C2CC3CCCC1(CCO3)C1=CCCC12,COCOC(C)C1C(C)(C)OC2(C)C(O)CC(O)C13C1=C(C)C(O)CC1C(C2O)C3OC(=O)Oc1ccccc1,,6.776078701,6.776078701
146,O=C1CC2=C3CCCC2(CCC2CC4OC4CC12)O3,CC12CC3C(=O)CC4=C5CC(O)CC4(CC(O)C3(C)C(O)C1O2)O5,,6.764797688,6.764797688
146,C=C1CCC2OC(=O)C3(CCC4CC23C(=O)C4=C)C1,C=C1C(=O)C23C(O)C1CC(OC(C)=O)C21C(=O)OC3C(C)CC(=C)C1O,,6.751225471,6.751225471
148,C1=COC2OCC3COCC4(CO1)OC4C32,CC(=O)OCC1(CO)OCC23OC2C2C(OC=COC3O)OC(C)C21,,6.748625278,6.748625278
148,O=C1C2CCCC13C(C2)C1CCC2OC23C1,CC12CCCC3(C1=O)C(C2)C1(C)CCC2OC23C1,,6.744498253,6.744498253
148,O=C1C2CCCC3C4C5CCCCC3(CC5)C4CCC12,CC1(C)CCCC23CCC1C1(C)C2CCC(C=O)C2(C)C(=O)C2(C)C(O)CC31,,6.720518589,6.720518589
150,C1=CC23C(C1)OC2CCC12CCC(CCC13)C2,OC1C=CC23C(CCC45CC(CCC42)C(O)C5O)OC13,,6.691179276,6.691179276
150,O=C1CC2CC(OC3CC4CCCC5CCC6OOC54C(O6)O3)C1C2,CC1CCC2C(C)C(OC3CC4CC(=O)C3(C)C4(C)C)OC3OC4(C)CCC1C32OO4,,6.686698914,6.686698914
128,C1CCC23OOC4CCC2(CCCC3C1)OO4,CC1CCC23CCC(C)(OO2)OOC32CC(C)(OO)CCC12,,6.686592102,6.686592102
120,C=C1CCCCC23CC4CCC2C1CC=CC43,C=C1CCC(C)C(O)C23CC4CCC2C1(C)CC(CO)=CC43,,6.669021606,6.669021606
149,C1CC2=C3CC4CC(CCCC3C1)C2CO4,COC1OC2(O)CC3C1C1=C(C2C)C(C)(C(O)CC1)C(O)C(O)C3(C)C,,6.668995857,6.668995857
131,O=C(OCC12CCC3CC4C5CCC(CC1)C2C3CCC54)N1CCOCC1,CC1C2CCC3(COC(=O)N4CCOCC4)CCC4(C)C(O)CC5(C)C(CCC2C34)C15C,,6.650227547,6.650227547
123,O=C(OC1COC2C(CCC34C5COCCC3C2COC4CO5)C1)c1cn2c3c(cccc13)CCC2,CC1OC2C(CCC34C5COC(O)CC3C2COC4(O)C(C)(C)O5)CC1OC(=O)c1cn2c3c(cccc13)CCC2,,6.644638062,6.644638062
132,C1CCC2C(C1)CCC13CC45CCCC(CC4)C(CCC21)C53,CC(NCC(=O)O)C1CC(O)C23CCC1C1CCC4C5(C)CCC(O)CC5CCC4(C2)C13,,6.644538879,6.644538879
147,C1C2CC1C1CCC3(C2)CC2CC21CO3,CC12CC(C1)C1CCC3(CC4CC41CO3)C2,,6.640253544,6.640253544
148,O=C1CCC2OC3C(CCC4CC5COCC67CCCC43C56OCO7)OC2O1,COC(=O)CC1C(C)CC23C(CCC4(C)OC5OC(=O)CC(O)C5OC42)CC2COCC14OCOC243,,6.633010864,6.633010864
142,C1=c2c(ccc3[nH]ccc23)=C2CCC3C4CCC2C1Cc1c([nH]c2ccccc12)CC3C4,CC1c2c(c3cc(Cl)ccc3n2C)CC2(NC(N)=O)C=c3c(ccc4[nH]ccc34)=C3CCC4C(CCC32)CC14,,6.625220299,6.625220299
143,C1C2CC3CC1CC(C2)C31OOC2CC3OCC32O1,OC12CC3(O)OOC4(OC13CO2)C1CC2CC(C1)CC4C2,,6.610675335,6.610675335
137,O=C1CC2CC3CCC2C1CCC1C(=O)OC(c2ccoc2)C31,CC1(O)C2CC(=O)C3CCC4(O)C(=O)OC(c5ccoc5)C4(C)C1C(O)CC32,,6.607201099,6.607201099
150,C=C1CC2C(=O)OCC3CC(C4CC2N4)C13,COC=C1C2C3(C)COC(=O)C(C)(C1CO)C1CC(N1C)C2(O)C3,,6.597592354,6.597592354
148,O=C1NC(C(=O)N2CCOCC2)C23CC1CC1Oc4cccc5c4C12CCN(CC1CC1)C3C5,CN(C)CCN1C(=O)C2CC3(O)Oc4c(O)ccc5c4C34CCN(CC3CC3)C(C5)C4(C2)C1C(=O)N1CCOCC1,,6.596549988,6.596549988
146,O=C1CC2C3CCC4CCCCC4C3=CCC3CCCC2C13,CC1CC(C)(O)C2(C)CC(O)C3(C)C(=CCC4C(C(C)(C)O)CCC5(C)C4C(=O)CC53C)C2C1C,,6.571743488,6.571743488
146,c1ccc2c(c1)CCC1(C2)CC23CC4C(OO2)ON4OCC13,CC12OOC34CC1N(OCC3C1(CCc3ccccc3C1)C4C(N)=O)O2,,6.571424484,6.571424484
144,C1=C2CC(NCC34CC5CC(CC(C5)C3)C4)CCC2C23CCCCC(OC2)C13,CC1=C2CC(NCC34CC5CC(CC(C5)C3)C4)CC(C)C2(O)C23CCC(O)CC(O)(OC2)C13,,6.556629658,6.556629658
147,C1CCC2C(C1)CCC1C2CCC2C3CC1C2CCC1CC13,CC1(C)C(O)C(O)CC2(C)C3CCC4C5C6C(C)(C)C6(O)CCC4(C)C(C)(C5O)C3C(O)CC12,,6.535245895,6.535245895
150,C1CCC2C(C1)CCC1C2CCC23CC4CCC2CCCCC4C13,COC(=O)C1(C)CCCC2(C)C3CCC1C1(CCC4(C)C5CC(C)(C)CC(O)C5(C)CCC4(C)C21)C3,,6.524640083,6.524640083
135,C=C1CCCC(C2CC3OCCC4CCOC43C2)C12CO2,C=C1C(O)CC(C)C(C)(C2(O)CC34OCC(C)(C)C3CC(OCCO)OC4C2O)C12CO2,,6.521703243,6.521703243
140,O=C1NC(=O)N2C(=O)C3=C(C(=O)N4C5CCC4C5SSSS3)C2N1,O=C1NC(=O)N2C(=O)C3=C(C(=O)N4C5CCC4C5SSSS3)C2N1,,6.515681267,6.515681267
150,C1CCC(COC2CC3CCCC4OOC5CCC34C(O2)O5)OC1,CC1CCC2C(C)C(OCC3OC(C)C(O)C(O)C3O)OC3OC4(C)CCC32C1OO4,,6.511378288,6.511378288
147,C1CC2OCC34CCC1C3C2COC4,CC12CC(O)C34COC(O)C(C)(C13)C(O)(OC4)C(O)C2,,6.507353783,6.507353783
148,C1CC2CCC3OC4OCC(C1)C2(OO4)O3,CC1CCC2C(C)OC3(C)OOC24OC(C)(CCC14)O3,,6.506276608,6.506276608
139,C1CC2CCOC34OOC(CCC3C2)OC4C1,CCCCCCOC(=O)C1(C)CC2CCC(C)C3OC4(C)CCC(C2C)C3(OO4)O1,,6.505466938,6.505466938
108,C1=C2C3CC4C(CCC3C3COC(OC5CCCCO5)CC3C1)C24,CC1C(OC2OC(CO)C(O)C(O)C2O)OCC2(C)C1CC=C1C3C4CCC2(C)C1CC43,,6.500712872,6.500712872
147,C1C2CC3C4CC3C2C1[NH2+]4,C=C(C)C12CC3C4CC3[N+](C)(C)C(C1)C42,,6.499763012,6.499763012
148,O=C1C=CC2CCC3OC4CC5C6CCC7CCCCC7C6CCC5C(C4)C3C2=C1,CCC12C3=CC(=O)C=CC3(O)C(C)CC1(C)OC1CC3C4CC(OC)C5CCCCC5(C(=O)O)C4CCC3(C)C2C1,,6.49096489,6.49096489
146,C=C1CC23CCC(CC2)Cc2cccc4c2C32CC2C1O4,CC=C1CC23CCC(OC)(CC2)Cc2ccc(O)c4c2C32CC2C1O4,,6.461793423,6.461793423
148,C1CC2CCC3OC4OCCC4(O2)C3C1,COC1CC23OC4(C)C(C)CCC2C(CC4OC(C)=O)OC3O1,,6.447923183,6.447923183
124,O=C1CCC23OC2C(C1)Cc1cccc2c1Cc1[nH]cnc1C3O2,COC12OC13CCC(=O)CC2Cc1ccc(O)c2c1Cc1[nH]cnc1C3O2,,6.445456028,6.445456028
149,C1=NC2CC3C4CCCN3CCC(=N2)C14,CC1CN2CCCC3C2CC2N=CC3(C)C1=N2,,6.42769289,6.42769289
140,c1cc2c(o1)CCC2C1CC2CCC3COC1CC3OC2,CC1C2CCC3(O)COC(O)(CC3OC2)C1C1CC(O)c2occc21,,6.415242672,6.415242672
148,c1[nH]cc2cc3c(cc12)OC1C3CC2C3CC4CCC3OCOC21C4,COC1C2OCOC34CC(CC2C3(O)CC2c3cc5c(O)[nH]c(O)c5cc3OC24)C1(C)C,,6.388091564,6.388091564
91,C1CC2CCC3OOC24OOC1CCC34,COC12CCC3CCC4(C)CCC1C3(OO4)OO2,,6.378220558,6.378220558
147,c1ccc(CC23OCC45CCC6C7CCCCC7CCC6C4(CO2)C3CC5)cc1,CC1(C)CCCC2(C)C3CCC45CCC6C(Cc7ccccc7)(OCC64C3CCC12)OC5O,,6.365243912,6.365243912
149,O=C1CC2CCCC34OC(C5CCCC6C=CC7OC67C3CC4(Cc3ccccc3)O5)C2O1,CC1C(=O)OC2C1CCC(O)C13OC2C2OC1(C(C)c1ccccc1)C(C)C3(O)C13OC1C=CC3(C)C(C)CC2O,,6.344028473,6.344028473
143,C=C1CC2C(OC3CCC(OC4C=CCCC4)OC32)C2=CCCC1C2=O,C=C1CC2C(OC3C(O)C(O)C(OC4C=CC(C)C(O)C4O)OC23)C2=C(C)CC(O)C1C2=O,,6.338144779,6.338144779
146,C1=C2C(CC34OC3CC3C5CCCC5CCC3C24)C(c2ncno2)C1,CC(=O)OC1CC2(C)C(CC3OC34C2C2=CCC(c3nc(C)no3)C2(C)C4O)C2CC(O)C(C(C)N(C)C)C12C,,6.32096529,6.32096529
148,O=C(N1CC2CC1C1(CC1)C2)C12CCOC1CC(NC1CCOCC1)C2,COC1COCCC1NC1CC2OCCC2(C(=O)N2CC3CC2C2(CC2)C3)C1,,6.294587612,6.294587612
131,C1CC2CCOC3OC4CCCC(C1)C43OO2,CC1CCC2C(C)CCC3(C)OC4OC(CCNC(=O)C(C)(C)C)C(C)C1OOC423,,6.270992756,6.270992756
147,C1C2NC3C1C1CC3C21,C=CCN1C2CC3C4CC(C42)C31,,6.260252476,6.260252476
137,c1cc2c(o1)CC1CCCC13CCC1OCC13C2,C=Cc1c(O)oc2c1CC13COC1(C)CC(Cl)C31CCCC1C2C,,6.246520996,6.246520996
148,O=C(Nc1ccccc1)OC12CCC3CC4CCOC5OCC1(C3)C1=C(OCC5C2)C4C(=O)C1,CC(=O)OC1C2CC34COC5OC(C=C(C)C)CC1(C)C1(C)C(=O)CC3=C1OC(C)(C)C5C(O)(O)C4(OC(=O)Nc1ccccc1)C(O)C2O,,6.229555607,6.229555607
138,O=C1CC(C=C2CCCC2)C23CCCC2C1CO3,C=CC1(C)CC2(O)C3C(=O)C(C)(C)C(C=C4CCC(O)C4(C)C)C2(C1)OC3(C)C,,6.219078064,6.219078064
132,O=C1NC2C3CCC45CCC(C4)CC35CN2c2ccccc21,CC1CC23CCC4(C)C5NC(=O)c6ccccc6N5CC24CC1C3,,6.213849545,6.213849545
108,C1=CC2CCCC3CC(CC1O3)O2,COC12C=C(C)C3OC(C)(C1)C(C)C(CCC3C)O2,,6.208683968,6.208683968
143,C(=CC1CCC2CCCC2C1)CCCCCC1CC2=COCC2CO1,CC(C)=COC(C)COC1OC=C2C(C)C(C(O)CCCCC=CC3C(O)C(CO)C4(C)C(O)CCC4C3CO)OCC21O,,6.197785854,6.197785854
128,C1=CC2=C3CCOC3=Cc3c4ccn3CCOC(=C1)C24,CC(=O)C1(O)Cc2c(cc3c4ccn3CC(C)Oc3cccc2C34)O1,,6.187762737,6.187762737
144,C1=CC2C3C=CC(C1)C2CC1CCCC13,CCOCC12CC3C(C)CCC3C3(C=O)C(C(C)C)=CC1CC(C(C)C)=CC23,,6.18295002,6.18295002
118,C1=CC2C3CC1CC2C1CCCC31,CC(C)C1=CC2CC3(C#N)C4C(C)CCC4C(C=O)(C2)C13C(=O)O,,6.181332111,6.181332111
111,O=C1CC2(CC3C(=O)C(C1=O)C(c1cccnc1)c1ccoc13)OCOC2=O,Cc1c(O)oc2c1C(c1cccnc1)C1C(=O)C(=O)C(C)C3(CC2C1=O)OC(C)(C)OC3=O,,6.171588898,6.171588898
143,O=C1C=CCC(CC2CCC3C2CCC2C4C(=O)CC5CCCC5C4CCC(OC4CCCCO4)C32)O1,CC1=CCC(C(C)(O)C2CCC3C4C(OC5CCC(O)C(C)O5)CCC5(C)C(C(=O)CC6C(C)C(O)CC65O)C4(O)CCC32C)OC1=O,,6.170420647,6.170420647
149,C1=C2CCCCC2C2CC(C1)CC21CCCC1,CC12CCC(O)CC1=CCC1(F)CC2C2(CCC(O)C2(C)C)C1O,,6.169270515,6.169270515
143,c1cc2c3c(c1)C1CCN4CCC(CC3)(CO2)C14,CCCC1(C)C2c3ccc(O)c4c3CC(CC)C3(CCN(C1O)C23)CO4,,6.145152569,6.145152569
131,C1CCC(OC2CC3CCCC4CCC5OOC43C(O5)O2)OC1,CC1CCC2C(C)C(OC3OCC(O)C(O)C3O)OC3OC4(C)CCC1C32OO4,,6.129702091,6.129702091
146,O=C1CCC2CCC34CCC(=O)CC3CCC3C2C(=CCC34)C1,CC1=C2CC(=O)CCC3CCC45CCC(=O)CC4CCC(C23)C5C1,,6.124444962,6.124444962
140,c1nc(CCNC2CC3CCCC4CCC5OOC43C(O2)O5)c[nH]1,CC1CCC2C(C)C(NCCc3c[nH]cn3)OC3OC4(C)CCC1C32OO4,,6.124380589,6.124380589
147,C1CCC2C(C1)CCC1C2CCC2C1CC1OC13CCOC23,CC1(C)C(O)CCC2(C)C1C(O)C(O)C1C3CC4OC45C(C(=O)O)COC5C3(O)CCC12C,,6.12061739,6.12061739
145,O=C1CC2CCC3CC4C=C(C4)C3C2C1,CC1CC2(O)C(O)C3C=C(C2C2(O)C(C)C(=O)CC12)C3(C)C,,6.119133472,6.119133472
130,c1cc2c3c(c1)OC1c4[nH]c5ccccc5c4CC45CC(NCCC314)C5C2,CCc1ccc2[nH]c3c(c2c1)CC12CC4C1Cc1ccc(O)c5c1C2(CCN4C)C3O5,,6.118368626,6.118368626
138,O=C(c1ccccc1)C12CCC3OOC4CCC1C3(OO4)OO2,CC12CCC3C4(C(=O)c5ccccc5)CCC(OO1)C3(OO2)OO4,,6.111614704,6.111614704
149,O=C(OC1CCC2C3CCC4C1CCC4C2OC3)N1CCCCC1,CC(=O)OCC12OC(C)C3(C)CCC4C1CCC4(C)C(OC(=O)N1CC(C)CC(C)C1)CCC32,,6.101388454,6.101388454
149,O=C1OC12CCC1C3CC4CCC5CCCCC5C4C3CCC12,CSC12C3CCC4(C)C(CC(F)(F)C45OC5=O)C3CC1(C#N)CCC1CC(OC(C)=O)CCC12C,,6.093023777,6.093023777
121,O=C1CCC2CCC3C4C=CCC5(COC(c6ccoc6)C5)C4=CCC3C12,COC(=O)C1CC(=O)C2C3CC=C4C5(CC=CC4(C)C3(F)C(O)CC12C)CC(c1ccoc1)OC5OC(C)=O,,6.080537796,6.080537796
142,O=C1CC2CCCCC2C2COCC3C4=CCCC4CCC3C12,CC(C=CC(C)C(C)(O)C1C(O)C=C2C3COC(CO)C4C5(C)CCC(O)C(C)C5CC(=O)C4(C)C3CC(O)C21C)C(=O)O,,6.079268456,6.079268456
147,N=C1CC2CC1C1CCC2C12CC2,CC(C)CC(C)N=C1CC2CC1C1CCC2C12CC2,,6.065153122,6.065153122
142,O=C1CC2CC3CCCC4(C=CC5CC54)C(=O)OC32C1,CC1(C)CCC2(C=CC3CC32)C(=O)OC23CC(=O)CC2(O)C(O)C13,,6.062983513,6.062983513
143,O=C(OC1C=CC23CCC(OC12)C(=O)O3)c1ccc[nH]1,CC1=CC23CC(O)C(C)(OC2C1OC(=O)c1ccc[nH]1)C(=O)O3,,6.058410168,6.058410168
135,C1CC2CC3CC2OOC3C1,CC1(C)C2C(C)(C)C3(CCl)OOC2(C)C(C)(O)CCC13,,6.057805538,6.057805538
147,c1cc2c3c(c1)OC1CC4CCCC31C(CC2)O4,CC12OC3(C)CCc4ccc(O)c5c4C3(CC(O)C1O)C(O5)C2O,,6.046197414,6.046197414
150,O=C1OCC=C2C1=CCC13C(CC21)OC1C2CCCC2CCC13,CCC12CCC(C)(O)C1(O)CCC1C2OC2CC3C4=CCOC(=O)C4=CCC231,,6.041580677,6.041580677
