Step,Scaffold,SMILES,Metadata,SA Score,total_score
208,CC1(C)CCC(C)(C)C23C4OC5(O)C2CC2(C)OOC6C7(OC(C)(C)C(O)(O7)C(O)C625)C1(Cl)CC43C,CC1(C)CCC(C)(C)C23C4OC5(O)C2CC2(C)OOC6C7(OC(C)(C)C(O)(O7)C(O)C625)C1(Cl)CC43C,,8.113157272,8.113157272
185,COC(=O)C12OCC3(C)C4OC(CO)C(O)C(O)C4(C)C34CC3(OC3C3(C)CC5CC67CCC(O)C(C)(C)C6CC(O)C1CC2C537)O4,COC(=O)C12OCC3(C)C4OC(CO)C(O)C(O)C4(C)C34CC3(OC3C3(C)CC5CC67CCC(O)C(C)(C)C6CC(O)C1CC2C537)O4,,8.107500076,8.107500076
196,C=CC1(C)CCC23OC4(C)C5CC6SC7CC(O)(C(=O)CC(C)C(C)(OC8CCCCO8)C72)C4(OC6(O5)C3C)C(O)C1,C=CC1(C)CCC23OC4(C)C5CC6SC7CC(O)(C(=O)CC(C)C(C)(OC8CCCCO8)C72)C4(OC6(O5)C3C)C(O)C1,,8.070066452,8.070066452
198,CC12CC3OC3(C1)OC1C3C4CN5CCC6C3C(O)C(O)C(O4)C15CC1OC162,CC12CC3OC3(C1)OC1C3C4CN5CCC6C3C(O)C(O)C(O4)C15CC1OC162,,8.055059433,8.055059433
201,CC1OC2CCC3C1(C)C(O)(O2)C1(O)CCC2(C)C(c4ccoc4)OC(=O)CC21C31OC23C(O)OCC4(C)C(c5ccoc5)OC(=O)CC42C(O)C2(C)OC231,CC1OC2CCC3C1(C)C(O)(O2)C1(O)CCC2(C)C(c4ccoc4)OC(=O)CC21C31OC23C(O)OCC4(C)C(c5ccoc5)OC(=O)CC42C(O)C2(C)OC231,,8.054977417,8.054977417
197,OC1OC23OCOC4C2C2C5C4C3(O)C125,OC1OC23OCOC4C2C2C5C4C3(O)C125,,7.983486176,7.983486176
207,CC12CCC3OC4OC(O1)C3(CC1C=CC3(CCC43)C1=O)OO2,CC12CCC3OC4OC(O1)C3(CC1C=CC3(CCC43)C1=O)OO2,,7.978559971,7.978559971
199,CC1(C)CC23CC4(C)C5CCC6(COC5O6)COC4(C)C2CCC24CC2(CC34)C(=O)C1O,CC1(C)CC23CC4(C)C5CCC6(COC5O6)COC4(C)C2CCC24CC2(CC34)C(=O)C1O,,7.977263451,7.977263451
203,CC1C2COC1(O)C1(C)CC3OC4CC5(C)CC6(CC(C)(CO6)O5)C43C1CO2,CC1C2COC1(O)C1(C)CC3OC4CC5(C)CC6(CC(C)(CO6)O5)C43C1CO2,,7.972914696,7.972914696
184,CC1=C2C3CCC4CC45CCC(C)(CC4(C)C(C)CC6C(O)(COC64O)O5)C3COC2(C)CCC1=O,CC1=C2C3CCC4CC45CCC(C)(CC4(C)C(C)CC6C(O)(COC64O)O5)C3COC2(C)CCC1=O,,7.969438553,7.969438553
185,COCC12Oc3c(OC)ccc4c1C32C12C=CC3(CC(O)(C(=O)O)CCC3O1)C(CO4)C2O,COCC12Oc3c(OC)ccc4c1C32C12C=CC3(CC(O)(C(=O)O)CCC3O1)C(CO4)C2O,,7.967971325,7.967971325
185,COC1OC2(C)C(OC(C)=O)C3C(CCC4C5(C)CCC(C6CCC(C)C7CCC(C)(O)OC(O5)C176)C4(C)O)C1(COC12)CC1CC(=O)CCC13C,COC1OC2(C)C(OC(C)=O)C3C(CCC4C5(C)CCC(C6CCC(C)C7CCC(C)(O)OC(O5)C176)C4(C)O)C1(COC12)CC1CC(=O)CCC13C,,7.96380043,7.96380043
193,CC1(C)CC=CC23C4CC5C(O4)C4C6C(C6(C)C)C6(CC6(O)C4(C)C)C52C13,CC1(C)CC=CC23C4CC5C(O4)C4C6C(C6(C)C)C6(CC6(O)C4(C)C)C52C13,,7.963786125,7.963786125
195,CC1=CC2C34CC5(OC(C)(C)OC6(O)CC65CC(O)C(O)C2(C)C(O)C1O)C3O4,CC1=CC2C34CC5(OC(C)(C)OC6(O)CC65CC(O)C(O)C2(C)C(O)C1O)C3O4,,7.958305836,7.958305836
202,C=CC1CC2OC3OC2(C)C(OC(C)=O)C(O)C1(C)C12OOC4(C)CC(OC(C)=O)C(C)(CC1C(C)C(C)OC2O4)C1CCC2(C)C(CCC2C3C)C1,C=CC1CC2OC3OC2(C)C(OC(C)=O)C(O)C1(C)C12OOC4(C)CC(OC(C)=O)C(C)(CC1C(C)C(C)OC2O4)C1CCC2(C)C(CCC2C3C)C1,,7.955667496,7.955667496
201,CC(C)C12OC1C(O)C1(C)C(C)C34CC5(CCC(OC6OC(CO)C(O)C(O)C6O)C5(C)C)C5CCC6OC(CCC(C3(C)C)C12C(=O)O)C654,CC(C)C12OC1C(O)C1(C)C(C)C34CC5(CCC(OC6OC(CO)C(O)C(O)C6O)C5(C)C)C5CCC6OC(CCC(C3(C)C)C12C(=O)O)C654,,7.954310894,7.954310894
199,COCC12C(OC)C(O)C1C13COC1(C1CC(C)C(C)(O)C(C1OC)C1(C(O)C4C5(C)OC56C(O)(c5ccccc5)OCC46C(=O)OC)OC13C)C2O,COCC12C(OC)C(O)C1C13COC1(C1CC(C)C(C)(O)C(C1OC)C1(C(O)C4C5(C)OC56C(O)(c5ccccc5)OCC46C(=O)OC)OC13C)C2O,,7.954236031,7.954236031
170,COC(=O)C1(O)CC2(O)C3OC4OC(OC)C5(O)C2C(OC2C3OC(C)c3ccccc3C1(C)C2(C)OC1OC(CO)C(O)C(O)C1O)C(O)COC45O,COC(=O)C1(O)CC2(O)C3OC4OC(OC)C5(O)C2C(OC2C3OC(C)c3ccccc3C1(C)C2(C)OC1OC(CO)C(O)C(O)C1O)C(O)COC45O,,7.947268963,7.947268963
197,CCn1nnn(C2C(C)C34CCC5C6(C)C(O)C7C(O)C7(CO)C(O)CC(C)C6C5(C)C5(C)C3OC(=O)C(O4)C25O)c1=O,CCn1nnn(C2C(C)C34CCC5C6(C)C(O)C7C(O)C7(CO)C(O)CC(C)C6C5(C)C5(C)C3OC(=O)C(O4)C25O)c1=O,,7.93821764,7.93821764
203,COC1C2CC3C4C5C6C2OC5(C6O)C(O)C(O)C25C(C(Oc6ccccc6C)CC(OC)C32C2C3C(CC32OC(C)(C)O)C5(O)C(C)Nc2ccccc2)C14O,COC1C2CC3C4C5C6C2OC5(C6O)C(O)C(O)C25C(C(Oc6ccccc6C)CC(OC)C32C2C3C(CC32OC(C)(C)O)C5(O)C(C)Nc2ccccc2)C14O,,7.937166214,7.937166214
196,COC1C2OC(O)C3(O)C4=CC5C(O)C6C5N(C)C4C13N6C1(O)COC2C(O)CC1O,COC1C2OC(O)C3(O)C4=CC5C(O)C6C5N(C)C4C13N6C1(O)COC2C(O)CC1O,,7.93340683,7.93340683
206,COCC12Cc3c4ccc(O)c4OC1C1(O)CC4C(OC4C2(O)CC1OC)C1CN2C(=O)C45CC(=O)OC12C4C3S5,COCC12Cc3c4ccc(O)c4OC1C1(O)CC4C(OC4C2(O)CC1OC)C1CN2C(=O)C45CC(=O)OC12C4C3S5,,7.931346416,7.931346416
205,CC=C1CN2C3CC45C6CCC7N6CC7(O)N4C4C(=O)C4C34COC4C(Cn3ccnn3)C2C2(O)OC125,CC=C1CN2C3CC45C6CCC7N6CC7(O)N4C4C(=O)C4C34COC4C(Cn3ccnn3)C2C2(O)OC125,,7.929341793,7.929341793
202,CC1CCC2OC34OCC5=CC(C)(C6OC7(OCC1(O)C2O7)C63)C(O)C54C,CC1CCC2OC34OCC5=CC(C)(C6OC7(OCC1(O)C2O7)C63)C(O)C54C,,7.926823616,7.926823616
194,CC1CC2(O)CC(O)C3C(C)(CO)CCCC3(C)C34OC(C)(C)C1(OCC21C(O)C(O)C(O)(C(C)C)C31O)C4=O,CC1CC2(O)CC(O)C3C(C)(CO)CCCC3(C)C34OC(C)(C)C1(OCC21C(O)C(O)C(O)(C(C)C)C31O)C4=O,,7.921090603,7.921090603
203,COC1CC2(O)C3C14C=CC1C(CC4N(C)C)OC4CN(CC5CC5)CC5C(CC52O)C413,COC1CC2(O)C3C14C=CC1C(CC4N(C)C)OC4CN(CC5CC5)CC5C(CC52O)C413,,7.912974358,7.912974358
206,COc1ccc2c3c4n(c2c1)N(C)CCC12C(OC)C5C6CCC(CO)(C6=O)C1(O)C5N(C)C21C(=O)C(CCC41)C3,COc1ccc2c3c4n(c2c1)N(C)CCC12C(OC)C5C6CCC(CO)(C6=O)C1(O)C5N(C)C21C(=O)C(CCC41)C3,,7.912914276,7.912914276
201,CC1(C)C=CC(=O)C2C3CC4(O)OC5(O)C3(O)CC1(O)C(O)CC1(O)C2(O)CC4C15O,CC1(C)C=CC(=O)C2C3CC4(O)OC5(O)C3(O)CC1(O)C(O)CC1(O)C2(O)CC4C15O,,7.905182838,7.905182838
198,CC12CC3C1C(=O)C1C4CC5C4CC53CC12O,CC12CC3C1C(=O)C1C4CC5C4CC53CC12O,,7.90232563,7.90232563
190,CC1OC(OC2CC3OC45C6C(OC(=O)C(C)(C)C78CC37CC(CC8C2(C)C)C64C)C2C(C(=O)NC(C)(C)C)CCC25C)C(O)C(O)C1O,CC1OC(OC2CC3OC45C6C(OC(=O)C(C)(C)C78CC37CC(CC8C2(C)C)C64C)C2C(C(=O)NC(C)(C)C)CCC25C)C(O)C(O)C1O,,7.901959896,7.901959896
204,CC1C2COC(N2C)C23OC2CC2C(C)(C)C1C1CC=C4CC(=O)C=CC4(C)C1OC23C,CC1C2COC(N2C)C23OC2CC2C(C)(C)C1C1CC=C4CC(=O)C=CC4(C)C1OC23C,,7.898630619,7.898630619
201,C=C1CC23CC4C5(CO5)C1C=CC(O)C(C)(C)C1COC(O)C1(C)C2C(O)CC43C,C=C1CC23CC4C5(CO5)C1C=CC(O)C(C)(C)C1COC(O)C1(C)C2C(O)CC43C,,7.897891045,7.897891045
182,CC1=CC2C(OC1=O)OC(C(C)C1CC1(C)C)C1(C)CCC3C45CC1(CCC(O)CC(CC4O)C23C)OO5,CC1=CC2C(OC1=O)OC(C(C)C1CC1(C)C)C1(C)CCC3C45CC1(CCC(O)CC(CC4O)C23C)OO5,,7.897527218,7.897527218
181,CC=C(C)C(=O)OC1C(OC(C)=O)C2C3C4CC56OC5C2(CC25OC2OC(OC)C=CC4(C)C15O)C3(C)C1OC2C(O)COC2C16C,CC=C(C)C(=O)OC1C(OC(C)=O)C2C3C4CC56OC5C2(CC25OC2OC(OC)C=CC4(C)C15O)C3(C)C1OC2C(O)COC2C16C,,7.896929264,7.896929264
184,CC(=O)C1(O)C(C)CC2C3CCC4C5OC6OC(C)(OOC67C(CCC(O)C47)CC5OCc4ccco4)C3(C)CCC21C,CC(=O)C1(O)C(C)CC2C3CCC4C5OC6OC(C)(OOC67C(CCC(O)C47)CC5OCc4ccco4)C3(C)CCC21C,,7.892736912,7.892736912
193,CC1CC2(C3CC(O)C4C(C)(C)C(OC5OC(CO)C(O)C(O)C5O)CCC43C)OC13C1C4(O)C=CC(OC4(C)O)C13C2O,CC1CC2(C3CC(O)C4C(C)(C)C(OC5OC(CO)C(O)C(O)C5O)CCC43C)OC13C1C4(O)C=CC(OC4(C)O)C13C2O,,7.890545845,7.890545845
201,CN1C(=O)C2(c3ccccc31)C1CC1CC1OC3CC4(C=CC4=O)C4CC5C(CC132)C5(C)O4,CN1C(=O)C2(c3ccccc31)C1CC1CC1OC3CC4(C=CC4=O)C4CC5C(CC132)C5(C)O4,,7.888841629,7.888841629
198,CC(=O)C1(O)CCC2C3=CCC4C(C)(C)C(O)CCC56OC5CC3C(CC(O)C6(C)O)C1(CO)C24C,CC(=O)C1(O)CCC2C3=CCC4C(C)(C)C(O)CCC56OC5CC3C(CC(O)C6(C)O)C1(CO)C24C,,7.888710499,7.888710499
203,CCC12OC13C1CN(CC1(C)CN3C)C1OC1C1(C)C(c3ccoc3)OC13OC23,CCC12OC13C1CN(CC1(C)CN3C)C1OC1C1(C)C(c3ccoc3)OC13OC23,,7.886173248,7.886173248
164,COC12CC3C4CC5(Cc6noc(C)n6)OCC(=O)C5(C)OC4CC(C)(O)C3(C(OC(C)=O)CCC3(C)C(OC(C)=O)CC(C)(O)C4CCC431)C2OC(C)=O,COC12CC3C4CC5(Cc6noc(C)n6)OCC(=O)C5(C)OC4CC(C)(O)C3(C(OC(C)=O)CCC3(C)C(OC(C)=O)CC(C)(O)C4CCC431)C2OC(C)=O,,7.880781174,7.880781174
208,CC1(C)C(OC2OCC(O)C(O)C2O)CCC2(C)C1CC13OC4C56CC1C(CCC23C)(C5)C4(C)C6,CC1(C)C(OC2OCC(O)C(O)C2O)CCC2(C)C1CC13OC4C56CC1C(CCC23C)(C5)C4(C)C6,,7.880422115,7.880422115
208,COC1(C)CC2OC(C3(C)CCC4OC5(OC(C)C=Cc6ccsc6)C(C)CC46OOC3(C)C6CC5O)OC2OC1(C)OC,COC1(C)CC2OC(C3(C)CCC4OC5(OC(C)C=Cc6ccsc6)C(C)CC46OOC3(C)C6CC5O)OC2OC1(C)OC,,7.875090599,7.875090599
199,OCC12C3SSC45C(C31)C4C25,OCC12C3SSC45C(C31)C4C25,,7.872952938,7.872952938
193,COCOC1CC(OC)C2(O)C3C45OC67CC1(O)C21C(C(OC)C6OC)C(C4OC(C)=O)C31CCCN(C(C)=O)C75,COCOC1CC(OC)C2(O)C3C45OC67CC1(O)C21C(C(OC)C6OC)C(C4OC(C)=O)C31CCCN(C(C)=O)C75,,7.871930599,7.871930599
190,CC1Cc2c3n4c5c(C(=C3C1C)C1C4(C)C34COC(O)C3C(C)(C)C(O)C4[N+]1(C)C)C1OC(CCC1O)(C(=O)N(C)C2)C5(C)C,CC1Cc2c3n4c5c(C(=C3C1C)C1C4(C)C34COC(O)C3C(C)(C)C(O)C4[N+]1(C)C)C1OC(CCC1O)(C(=O)N(C)C2)C5(C)C,,7.866590977,7.866590977
188,CC1CCC(O)(C(C)(C)C)C2(O)C13C=CC1(C)COC24C(O)OCC4(C(O)O1)C3O,CC1CCC(O)(C(C)(C)C)C2(O)C13C=CC1(C)COC24C(O)OCC4(C(O)O1)C3O,,7.863473892,7.863473892
195,CC=C(C)C(C)C1CC2C3CCC45COC(=O)C6(C)C(CC46C5)C2(O)CCC13C,CC=C(C)C(C)C1CC2C3CCC45COC(=O)C6(C)C(CC46C5)C2(O)CCC13C,,7.860282898,7.860282898
200,CC1CC(C(O)C(C)(C)O)OC2C1C1(C)CCC34CCC5(C(=O)O3)C3(C)CC(O)C(O)C(C)(C)C5(C)C3CC4C1(C)C2O,CC1CC(C(O)C(C)(C)O)OC2C1C1(C)CCC34CCC5(C(=O)O3)C3(C)CC(O)C(O)C(C)(C)C5(C)C3CC4C1(C)C2O,,7.856434345,7.856434345
205,COC1OC2OC3(C)C(O)CC34CC(O)C35COC6CC4(C)OC6C(CBr)C3(O)C(C)(Cl)C(O)C5(O)C2C(O)C1O,COC1OC2OC3(C)C(O)CC34CC(O)C35COC6CC4(C)OC6C(CBr)C3(O)C(C)(Cl)C(O)C5(O)C2C(O)C1O,,7.856041431,7.856041431
185,Oc1ccc2c(c1)C13CCN(CC4CC4)C4C5(O)OCC6(CC(C2)C1(O)Cc1nccnc1C43O5)OCCO6,Oc1ccc2c(c1)C13CCN(CC4CC4)C4C5(O)OCC6(CC(C2)C1(O)Cc1nccnc1C43O5)OCCO6,,7.831783295,7.831783295
208,OC1CC2C3CN4CCC45C4C6CC2(C1C36)C45,OC1CC2C3CN4CCC45C4C6CC2(C1C36)C45,,7.829791546,7.829791546
207,CC1(C)C(C=O)C2C3(COC1(O)C3)C13COC(=O)C4(O)C5(CO)OC(C51)C24C(O)(CO)C(O)(C=Cc1ccoc1)OC3O,CC1(C)C(C=O)C2C3(COC1(O)C3)C13COC(=O)C4(O)C5(CO)OC(C51)C24C(O)(CO)C(O)(C=Cc1ccoc1)OC3O,,7.827680588,7.827680588
207,COC1OC2(C)CCC3(C)C4C(=O)OC5OC(C)(CC3(C)C13CCC(C)C(C)C23)OC1C(O)C(O)C(C)(C)OC514,COC1OC2(C)CCC3(C)C4C(=O)OC5OC(C)(CC3(C)C13CCC(C)C(C)C23)OC1C(O)C(O)C(C)(C)OC514,,7.826162338,7.826162338
206,CCOC1OC(=O)C(C)C2C(C)C(OC(C)=O)C3CC4(C)CCC5(C3)C(=O)C(C12OO4)C5(C)C,CCOC1OC(=O)C(C)C2C(C)C(OC(C)=O)C3CC4(C)CCC5(C3)C(=O)C(C12OO4)C5(C)C,,7.821322441,7.821322441
195,CC1C(O)CCC2C3C4(O)C(O)C35C(O)C(=O)OC(c3ccoc3)C4(C)CCC34CCC1(C)C1(O)C3CCC2C451,CC1C(O)CCC2C3C4(O)C(O)C35C(O)C(=O)OC(c3ccoc3)C4(C)CCC34CCC1(C)C1(O)C3CCC2C451,,7.818712234,7.818712234
200,CC1(C)CCCC23C4C(CO)C(O)C(O)C5C6(C)CC27C(O)CCC(C)(C)C7CC(O)C5(C)C(O6)C2(C4C12)C3O,CC1(C)CCCC23C4C(CO)C(O)C(O)C5C6(C)CC27C(O)CCC(C)(C)C7CC(O)C5(C)C(O6)C2(C4C12)C3O,,7.816825867,7.816825867
207,CC(C)C1=CC2C3COC4(CCNC4)C3(C)CCC3C(C)(C)C(F)CC4C23OC2C=C(C(C)C)C4(C(=O)O)C12C(=O)O,CC(C)C1=CC2C3COC4(CCNC4)C3(C)CCC3C(C)(C)C(F)CC4C23OC2C=C(C(C)C)C4(C(=O)O)C12C(=O)O,,7.813685894,7.813685894
195,COC1C2C(OC)C3(OC)C(OC)C(O)C4C(O)C2(O)C32OC2C(OC)C2(O)C1C42OC(C)=O,COC1C2C(OC)C3(OC)C(OC)C(O)C4C(O)C2(O)C32OC2C(OC)C2(O)C1C42OC(C)=O,,7.812647343,7.812647343
197,CC1(C)C(O)CCC2CCC34CC5(CCC6(C)C(C)(C(=O)O)C(O)CC63C)C3C1(C)C2(C)CCC354,CC1(C)C(O)CCC2CCC34CC5(CCC6(C)C(C)(C(=O)O)C(O)CC63C)C3C1(C)C2(C)CCC354,,7.81190443,7.81190443
187,CC1=CC2CC2(C)C2=C3OC4C(=O)C(C(C)C)(C2=O)C(C(C1)C1OC31)C1CC1C41CO1,CC1=CC2CC2(C)C2=C3OC4C(=O)C(C(C)C)(C2=O)C(C(C1)C1OC31)C1CC1C41CO1,,7.809885502,7.809885502
189,CC(=O)OC1C(O)C23OC2(C)C2C(OC4OC(CO)C(O)C(O)C4O)C(C)(C)C(OC4OC(CO)C(O)C(O)C4O)CC2(C)C(O)C3C2C1(C(C)C)CC1(C)C3N=C(C=O)C(C)(C)C(=O)CC3(O)C(O)CC21C,CC(=O)OC1C(O)C23OC2(C)C2C(OC4OC(CO)C(O)C(O)C4O)C(C)(C)C(OC4OC(CO)C(O)C(O)C4O)CC2(C)C(O)C3C2C1(C(C)C)CC1(C)C3N=C(C=O)C(C)(C)C(=O)CC3(O)C(O)CC21C,,7.809287071,7.809287071
202,C=C1C(=O)C23C4CCC(C1C2O)C1(C4)OC1(O)OC1C(O)OC(O)C13C(C)C,C=C1C(=O)C23C4CCC(C1C2O)C1(C4)OC1(O)OC1C(O)OC(O)C13C(C)C,,7.806691647,7.806691647
184,CC1(C)CC2(CCC3(OC4C5CCC4(O)C4(C)C(O)CCC(C)(C)C4(O)C(O)CC3C5)O2)CO1,CC1(C)CC2(CCC3(OC4C5CCC4(O)C4(C)C(O)CCC(C)(C)C4(O)C(O)CC3C5)O2)CO1,,7.802940369,7.802940369
186,COC1C2C3C=C4CC56CC7(C(O)CCOC2C75)C1C6(O)CC43,COC1C2C3C=C4CC56CC7(C(O)CCOC2C75)C1C6(O)CC43,,7.799710751,7.799710751
202,CC(CCC(O)C(C)(C)O)C1CCC23C4C(O)C(O)C56C(CC12C)OC(C)(CC(O)C35F)C46C,CC(CCC(O)C(C)(C)O)C1CCC23C4C(O)C(O)C56C(CC12C)OC(C)(CC(O)C35F)C46C,,7.799647808,7.799647808
197,CSC12CC3CC4C(C)(C(C)CN1CN3)C1(O)OC42C(O)(CO)C1O,CSC12CC3CC4C(C)(C(C)CN1CN3)C1(O)OC42C(O)(CO)C1O,,7.794990063,7.794990063
207,CC1(C)OC23C4CCC1C(O)(CC4)C2(O)C(C)(O)C(=O)C12CC4(C)C(C1O)C(O)(C(O)C(Cl)C1CO1)C2(C)C1(O)OC(O)C1(C)C43,CC1(C)OC23C4CCC1C(O)(CC4)C2(O)C(C)(O)C(=O)C12CC4(C)C(C1O)C(O)(C(O)C(Cl)C1CO1)C2(C)C1(O)OC(O)C1(C)C43,,7.789038658,7.789038658
200,C=C1COC2CC3(O)CCC4(C)C5C6=C(CC4C3(C2)C1O)C(=O)OC5CC1(C)C6CC(C)C1(OC(C)=O)OC(C)=O,C=C1COC2CC3(O)CCC4(C)C5C6=C(CC4C3(C2)C1O)C(=O)OC5CC1(C)C6CC(C)C1(OC(C)=O)OC(C)=O,,7.779977322,7.779977322
199,C=C1C2C(C)(CC3OC4(CC(O)C14)C1(O)CC4(OC)CC31CC4=O)C(=O)C1(C)CC21C,C=C1C2C(C)(CC3OC4(CC(O)C14)C1(O)CC4(OC)CC31CC4=O)C(=O)C1(C)CC21C,,7.779922962,7.779922962
